canonical_smiles,Molecular_Weight,LogP,TPSA,H_Bond_Donors,H_Bond_Acceptors,Rotatable_Bonds,Ring_Count,Heavy_Atom_Count,Fraction_CSP3,Aromatic_Rings,Molar_Refractivity,Num_Heteroatoms,LogS,BBB,Toxic,Num_Aromatic_Carbocycles,BalabanJ,Labute_ASA
CC(O)C(N)C(=O)O,119.12,-1.2208999999999997,83.55000000000001,3.0,3.0,2.0,0.0,8.0,0.75,0.0,27.291999999999994,4.0,0.067,,,0.0,3.6376825478398387,46.92395767246788
CC(O)C(NC(=O)c1ccccc1)C(=O)O,223.228,0.2503999999999999,86.63000000000001,3.0,3.0,4.0,1.0,16.0,0.2727272727272727,1.0,57.01280000000003,5.0,-1.23,,,1.0,2.7354196990238284,92.71748757956762
CC(O)C(O)C(O)C(O)C=NNC(N)=O,221.213,-2.896000000000001,148.4,6.0,6.0,5.0,0.0,15.0,0.7142857142857143,0.0,50.91230000000002,8.0,-0.7,,,0.0,4.13856315901519,86.02257220975287
CC(O)C(O)c1cnc2[nH]c(N)nc(=O)c2n1,237.219,-1.2905,138.01,4.0,7.0,2.0,2.0,17.0,0.3333333333333333,2.0,59.00670000000001,8.0,-2.5301,,,0.0,2.6194694351472925,95.17636621965653
CC(O)C([N+](=O)[O-])[N+](=O)[O-],150.09,-0.7533000000000001,106.51,1.0,5.0,3.0,0.0,10.0,1.0,0.0,29.4576,7.0,0.0789,,,0.0,4.2694747509505,55.56932045381838
CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,332.4840000000001,3.630200000000003,57.53,2.0,3.0,1.0,4.0,24.0,0.8571428571428571,0.0,93.34060000000004,3.0,-4.16,,,0.0,1.6853550808712794,145.07515527389634
CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,327.40600000000006,0.4121700000000001,104.93,3.0,5.0,5.0,2.0,22.0,0.6428571428571429,0.0,83.50230000000003,8.0,-0.28,,,0.0,2.255959143309589,133.02187324525906
CC(O)C1CCCCC1,128.215,1.9475,20.23,1.0,1.0,1.0,1.0,9.0,1.0,0.0,38.2558,1.0,,,0.0,0.0,2.2283621149350434,57.08224842727259
CC(O)CC(C)(C)O,118.176,0.5282,40.46,2.0,2.0,2.0,0.0,8.0,1.0,0.0,32.59559999999998,2.0,0.9275,,0.0,0.0,3.388924101358251,50.152429104204614
CC(O)CC(C)(C)c1ccccc1,178.275,2.735100000000001,20.23,1.0,1.0,3.0,1.0,13.0,0.5,1.0,55.76580000000005,1.0,-2.1472867242,,,1.0,2.810733935725913,80.41528955807264
CC(O)CC(C)O,104.149,0.1381,40.46,2.0,2.0,2.0,0.0,7.0,1.0,0.0,27.97859999999999,2.0,,,0.0,0.0,2.9532231745612925,43.787486989808
CC(O)CC=O,88.106,-0.0438,37.3,1.0,2.0,2.0,0.0,6.0,0.75,0.0,22.361799999999995,2.0,1.055,,,0.0,2.8141442217770303,36.78983322325915
CC(O)CCC1CCCCC1,156.26899999999998,2.7277000000000013,20.23,1.0,1.0,3.0,1.0,11.0,1.0,0.0,47.48980000000002,1.0,-2.7673615716000004,,,0.0,2.046920975581053,69.81213265606581
CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,280.32800000000003,-0.0152000000000003,82.05000000000001,1.0,4.0,5.0,2.0,20.0,0.6153846153846154,2.0,75.74680000000002,7.0,,,0.0,0.0,2.359011665052641,115.64790134232837
CC(O)CCO,90.122,-0.2503999999999999,40.46,2.0,2.0,2.0,0.0,6.0,1.0,0.0,23.3836,2.0,1.0452,,1.0,0.0,2.6272148478988635,37.4225448754114
CC(O)CCOCCC(C)O,162.229,0.5448,49.69,2.0,3.0,6.0,0.0,11.0,1.0,0.0,43.414600000000014,3.0,0.7899,,,0.0,2.909205095488745,67.9958585625047
CC(O)CCl,94.541,0.6060000000000001,20.23,1.0,1.0,1.0,0.0,5.0,1.0,0.0,22.4008,2.0,,,0.0,0.0,2.5395388613593903,36.566635235700446
CC(O)CN,75.111,-0.6741000000000001,46.25,2.0,2.0,1.0,0.0,5.0,1.0,0.0,20.735200000000003,2.0,1.1243,,0.0,0.0,2.5395388613593903,31.603259705831494
CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,376.4940000000001,-0.2727999999999981,121.54,4.0,6.0,13.0,0.0,26.0,0.8888888888888888,0.0,98.35120000000003,8.0,0.2109933627,,,0.0,4.378610288305927,155.96291352185023
CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,295.335,0.4335999999999996,87.07,2.0,5.0,7.0,1.0,21.0,0.4666666666666667,1.0,76.66610000000004,6.0,-1.18,,,1.0,2.5461416217716883,123.50077275325627
CC(O)CN(CC(C)O)CC(C)O,191.271,-0.5691999999999999,63.93000000000001,3.0,4.0,6.0,0.0,13.0,1.0,0.0,51.482400000000034,4.0,0.4173208759,,1.0,0.0,3.8742731312899434,79.80132286979381
CC(O)CN(CC(C)O)c1nc(Nc2ccc(S(=O)(=O)[O-])cc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccc(S(=O)(=O)[O-])cc5)nc(N(CC(C)O)CC(C)O)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+].[Na+].[Na+],1221.1639999999998,-10.030200000000043,441.66,8.0,28.0,24.0,6.0,80.0,0.2727272727272727,6.0,270.4827999999998,36.0,-0.0867739927999999,,,4.0,5.467490023462662e-06,549.5185422194974
CC(O)CN(CCCN(C)C)CCCN(C)C,245.411,0.572600000000002,29.950000000000003,1.0,4.0,10.0,0.0,17.0,1.0,0.0,74.46280000000006,4.0,0.6101059749000001,,0.0,0.0,3.7934733668681853,107.19229116339496
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,292.42,-0.8863999999999979,87.4,4.0,6.0,11.0,0.0,20.0,1.0,0.0,79.60320000000006,6.0,0.534,,0.0,0.0,4.3489258420552614,122.18010086417624
CC(O)CN.O=C(O)CC(O)(CC(=O)O)C(=O)O,267.234,-1.9225999999999992,178.38,6.0,6.0,6.0,0.0,18.0,0.6666666666666666,0.0,57.826400000000014,9.0,0.8629201268000001,,,0.0,0.0,102.46024485465574
CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],558.6900000000003,-6.161500000000005,153.58,1.0,11.0,8.0,1.0,29.0,0.8235294117647058,0.0,92.46180000000004,12.0,,,0.0,0.0,7.839989073015656e-06,202.45881034571056
CC(O)CNCC(C)O,133.191,-0.6623999999999999,52.49,3.0,3.0,4.0,0.0,9.0,1.0,0.0,36.2313,3.0,0.815044373,,0.0,0.0,2.914658625512464,55.70229128781264
CC(O)CNCCN,118.18,-1.0844999999999994,58.28,3.0,3.0,4.0,0.0,8.0,1.0,0.0,33.60489999999999,3.0,0.9275,,,0.0,2.715842761293259,49.88300611823274
CC(O)CO,76.095,-0.6405000000000001,40.46,2.0,2.0,1.0,0.0,5.0,1.0,0.0,18.7666,2.0,1.1186,,0.0,0.0,2.5395388613593903,31.057602761014792
CC(O)CO.CCCCCCCC(=O)O.CCCCCCCCCC(=O)O,392.5770000000001,5.002700000000005,115.06,4.0,4.0,15.0,0.0,27.0,0.9047619047619048,0.0,110.02420000000008,6.0,-6.8949548476,,,0.0,-3.4669517972031024e-07,165.54973483169178
CC(O)COC(C)(C)C,132.203,1.1823,29.46,1.0,2.0,2.0,0.0,9.0,1.0,0.0,37.3858,2.0,,,0.0,0.0,3.2807108400137506,56.83668269591208
CC(O)COC(C)CO,134.175,-0.2354,49.69,2.0,3.0,4.0,0.0,9.0,1.0,0.0,34.18059999999999,3.0,0.8723,,,0.0,3.0608205611627866,55.26597433371149
CC(O)COCC(C)O,134.175,-0.2354,49.69,2.0,3.0,4.0,0.0,9.0,1.0,0.0,34.18059999999999,3.0,,,0.0,0.0,2.914658625512464,55.26597433371148
CC(O)COCc1c(Cl)ccc(Cl)c1Cl,269.555,3.544200000000002,29.46,1.0,2.0,4.0,1.0,15.0,0.4,1.0,62.80880000000003,5.0,-3.5673,,,1.0,2.713679888596874,103.7087492394313
CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,344.4510000000001,3.5317000000000025,58.92,2.0,4.0,8.0,2.0,25.0,0.4285714285714285,2.0,99.36360000000003,4.0,-3.499700952,,,2.0,2.0879188079851523,149.5885343185362
CC(O)COc1ccccc1,152.19299999999998,1.4462,29.46,1.0,2.0,3.0,1.0,11.0,0.3333333333333333,1.0,43.61780000000003,2.0,-1.0034177306,,0.0,1.0,2.3922911657019332,66.43400844438968
CC(O)CSCCCCCCCCC(C)(C)C,260.4869999999999,4.877200000000005,20.23,1.0,2.0,10.0,0.0,17.0,1.0,0.0,80.77980000000007,2.0,-4.7309406924,,,0.0,3.0401683284797585,112.76578440694334
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,238.247,-1.185499999999999,82.04999999999998,1.0,4.0,2.0,2.0,17.0,0.5,2.0,61.895800000000015,7.0,0.623,1.0,0.0,0.0,2.858792204521248,96.55307499913856
CC(O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,1019.261,-0.8053999999999897,332.22,13.0,14.0,17.0,5.0,71.0,0.4489795918367347,4.0,272.0537999999996,22.0,,,0.0,3.0,1.5644146079692673,419.7022614216031
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,320.5170000000001,4.387000000000004,40.46,2.0,2.0,1.0,4.0,23.0,1.0,0.0,92.90460000000007,2.0,,,1.0,0.0,1.603046386308794,141.60323620603683
CC(O)c1cc(N)ccc1N.O=S(=O)([O-])[O-],248.26,-0.4336999999999997,152.53,3.0,7.0,1.0,1.0,16.0,0.25,1.0,56.375200000000014,8.0,-0.6856367901,,,1.0,3.8454544117090967e-07,93.27300728633548
CC(O)c1ccccc1,122.16699999999996,1.7399,20.23,1.0,1.0,1.0,1.0,9.0,0.25,1.0,37.07580000000001,1.0,-1.7969,,0.0,1.0,2.848234050597751,54.95552110048619
CC(OC(N)=O)C(C)C(C)OC(N)=O,204.226,0.5901,104.64,2.0,4.0,4.0,0.0,14.0,0.75,0.0,49.424800000000026,6.0,,1.0,,0.0,4.0856899219538425,82.52376188173251
CC(OP(C)(=O)F)C(C)(C)C,182.175,3.230000000000002,26.3,0.0,2.0,2.0,0.0,11.0,1.0,0.0,44.64050000000002,4.0,-0.9383,,,0.0,4.097767717974698,67.70659528562496
CC(O[N+](=O)O)C(C)O[N+](=O)O,182.132,-0.0371999999999997,99.08,2.0,4.0,5.0,0.0,12.0,1.0,0.0,31.9218,8.0,-1.89,,,0.0,3.833659160726102,67.27519627398868
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,259.136,2.7624000000000004,33.62,1.0,3.0,3.0,2.0,16.0,0.3636363636363636,1.0,66.85670000000002,5.0,,,0.0,1.0,2.138754612826755,104.41554489068916
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,269.511,3.4987000000000013,46.53,1.0,2.0,3.0,1.0,15.0,0.2222222222222222,1.0,59.197800000000015,6.0,-3.55,,1.0,1.0,2.9526811232485635,101.50532922507847
CC(Oc1cc(Cl)ccc1Cl)C(=O)O,235.066,2.845300000000001,46.53,1.0,2.0,3.0,1.0,14.0,0.2222222222222222,1.0,54.18780000000002,5.0,,,0.0,1.0,2.852199321153169,91.2020629981968
CC(Oc1ccc(Cl)cc1)C(=O)O,200.621,2.1918999999999995,46.53,1.0,2.0,3.0,1.0,13.0,0.2222222222222222,1.0,49.17780000000002,4.0,-2.1351,,,1.0,2.641763904889644,80.89879677131513
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,235.066,2.845300000000001,46.53,1.0,2.0,3.0,1.0,14.0,0.2222222222222222,1.0,54.18780000000002,5.0,-2.8271,,0.0,1.0,2.817664884623791,91.2020629981968
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,327.163,4.637600000000003,55.76,1.0,3.0,5.0,2.0,21.0,0.1333333333333333,2.0,80.70380000000004,6.0,-5.04,,,2.0,2.0681424913523734,131.3727024337677
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,344.7540000000001,3.927400000000002,81.53999999999999,1.0,5.0,5.0,3.0,24.0,0.1176470588235294,3.0,88.78980000000004,7.0,-6.0604,,,2.0,1.7364255860632796,142.19039670051427
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OC1CCCO1,414.8450000000002,4.522500000000004,79.77000000000001,0.0,7.0,6.0,4.0,29.0,0.2857142857142857,3.0,106.22000000000004,8.0,-5.02,,,2.0,1.3579283242583147,172.07719071138925
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,428.8720000000003,4.565000000000004,79.77000000000001,0.0,7.0,7.0,4.0,30.0,0.3181818181818182,3.0,111.08700000000005,8.0,-5.0303,,,2.0,1.3177355472831163,178.44213282578585
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,333.72700000000003,4.125400000000002,81.78999999999999,1.0,5.0,5.0,3.0,23.0,0.125,3.0,83.26080000000005,7.0,-3.092,,,2.0,1.7268298835286473,135.76507798364457
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,361.703,4.398000000000002,68.65,1.0,4.0,5.0,2.0,24.0,0.2,2.0,78.49080000000004,9.0,,,1.0,1.0,2.1008993660096076,139.15063251100784
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,383.2310000000002,4.111900000000003,60.89,0.0,5.0,5.0,3.0,25.0,0.2941176470588235,2.0,93.14500000000004,8.0,-4.5922,,,1.0,1.6043669261927567,154.71452925136705
CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1,291.35,4.245800000000003,38.33,1.0,2.0,4.0,3.0,22.0,0.1052631578947368,3.0,89.10970000000003,3.0,-5.5894,,,3.0,1.6916001428004526,129.08991771364472
CC(Oc1cccc(Cl)c1)C(=O)O,200.621,2.1919,46.53,1.0,2.0,3.0,1.0,13.0,0.2222222222222222,1.0,49.17780000000002,4.0,-2.2232,,0.0,1.0,2.688220172626696,80.89879677131513
CC(Oc1cccc2ccccc12)/C(N)=N/O,230.267,2.3535000000000004,67.84,2.0,3.0,3.0,2.0,17.0,0.1538461538461538,2.0,67.44690000000003,4.0,,1.0,,2.0,2.3613823890285843,99.3049246584757
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,364.4230000000001,1.0856,95.94,2.0,5.0,5.0,3.0,25.0,0.4705882352941176,1.0,92.19050000000009,8.0,,0.0,,1.0,1.6371478012974072,149.25925523181203
CC(Oc1ccccc1Cl)C(=O)O,200.62099999999995,2.1919,46.53,1.0,2.0,3.0,1.0,13.0,0.2222222222222222,1.0,49.17780000000002,4.0,-2.2232,,,1.0,2.742841851112674,80.89879677131512
CC(S(C)(=O)=O)S(C)(=O)=O,186.254,-0.5783999999999998,68.28,0.0,4.0,2.0,0.0,10.0,1.0,0.0,39.14960000000001,6.0,-1.4188,,,0.0,4.935254936310332,61.08487413459255
CC(S)C(=O)NCC(=O)O,163.198,-0.4945000000000004,66.4,3.0,3.0,3.0,0.0,10.0,0.6,0.0,39.0935,5.0,,,0.0,0.0,3.4997934287483505,64.02122628470929
CC(S)C(C)S,122.258,1.6229999999999998,0.0,2.0,2.0,1.0,0.0,6.0,1.0,0.0,36.896,2.0,,,0.0,0.0,2.9934972434784735,50.14421069782282
CC(SC(=S)SC(C)C(=O)O)C(=O)O,254.354,1.6838999999999995,74.6,2.0,5.0,4.0,0.0,14.0,0.5714285714285714,0.0,61.975600000000014,7.0,-1.41,,,0.0,3.9871709612066386,95.44541571662414
CC(SCSC(C)C(=O)O)C(=O)O,224.303,1.3564999999999998,74.6,2.0,4.0,6.0,0.0,13.0,0.7142857142857143,0.0,54.24460000000001,6.0,-1.82,,,0.0,3.559599938256415,85.08663546941925
CC(SSC(C)C(=O)O)C(=O)O,210.276,1.3139999999999998,74.6,2.0,4.0,5.0,0.0,12.0,0.6666666666666666,0.0,49.37760000000001,6.0,-0.62,,,0.0,3.6806583316694943,78.12165544137228
CC(Sc1ccccc1)S(=O)(=O)O,218.299,2.0125,54.370000000000005,1.0,3.0,3.0,1.0,13.0,0.25,1.0,53.309600000000025,5.0,-0.49,,,1.0,2.7161444755584077,81.91303338369605
CC([NH3+])c1ccccc1.C[C@@H]1O[C@@H]1P(=O)([O-])O.O,277.257,-0.5583,132.03,2.0,3.0,2.0,2.0,18.0,0.4545454545454545,1.0,65.51920000000003,7.0,-0.5941393378000001,,,1.0,3.059999954636236e-07,106.24171096715386
CC([O-])C(=O)O.[Ag+],196.938,-1.1827,60.36,1.0,2.0,1.0,0.0,7.0,0.6666666666666666,0.0,17.097800000000003,4.0,-0.4702,,,0.0,0.0,56.85252771435221
CC(c1cc2ccccc2s1)N(O)C(N)=O,236.296,2.732200000000001,66.56,2.0,3.0,2.0,2.0,16.0,0.1818181818181818,2.0,63.44890000000002,5.0,-3.37,,1.0,1.0,2.3629609267042926,96.85777598376734
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,306.36100000000005,4.157700000000002,60.69,3.0,3.0,3.0,3.0,23.0,0.1,3.0,89.87640000000002,3.0,-4.086559757,,1.0,3.0,2.214535429019411,134.65817701700627
CC(c1ccc(O)cc1)c1ccc(O)cc1,214.264,3.249600000000002,40.46,2.0,2.0,2.0,2.0,16.0,0.1428571428571428,2.0,63.73060000000004,2.0,,,1.0,2.0,2.275318789867306,94.80684905874625
CC(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,264.284,3.5581600000000018,66.03999999999999,0.0,4.0,4.0,2.0,20.0,0.125,2.0,72.88300000000004,4.0,-5.2179508887,,,2.0,2.1582945131771196,116.96051560509864
CC(c1ccccc1)c1cc(C(=O)[O-])c(O)c(C(C)c2ccccc2)c1.CC(c1ccccc1)c1cc(C(=O)[O-])c(O)c(C(C)c2ccccc2)c1.[Zn+2],756.2260000000002,8.11610000000001,120.72,2.0,6.0,10.0,6.0,53.0,0.1739130434782608,6.0,200.7105999999995,7.0,-3.9244090954,,,6.0,2.3229628802663034e-07,323.75543369874873
CC(c1ccccc1)c1ccc(Nc2ccc(C(C)c3ccccc3)cc2)cc1,377.53100000000006,7.733800000000007,12.03,1.0,1.0,6.0,4.0,29.0,0.1428571428571428,4.0,124.08470000000004,1.0,-5.9641687617,,,4.0,1.4287919863650238,173.61231637888343
CC(c1ccccc1)c1ccccc1,182.266,3.838400000000002,0.0,0.0,0.0,2.0,2.0,14.0,0.1428571428571428,2.0,60.40100000000004,0.0,-4.6925039386,,,2.0,2.2962461305928525,85.21838155435421
CC(c1noc2ccc(Cl)cc12)n1ccnc1,247.685,3.2870000000000017,43.85,0.0,3.0,2.0,3.0,17.0,0.1666666666666666,3.0,65.05900000000003,5.0,,1.0,,1.0,2.1412559095323074,102.80742575231987
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.35599999999994,4.828600000000004,40.46,2.0,2.0,4.0,2.0,20.0,0.2222222222222222,2.0,83.60960000000004,2.0,-4.3495,0.0,1.0,2.0,2.521517738794992,119.57701448414845
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,428.3140000000001,4.360400000000007,133.52,4.0,4.0,8.0,2.0,28.0,0.2222222222222222,2.0,105.62420000000004,10.0,,,1.0,2.0,2.3636459174187197,162.49179379650437
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,387.523,5.701700000000005,32.7,1.0,3.0,8.0,3.0,29.0,0.2307692307692307,3.0,121.24680000000004,3.0,,,1.0,3.0,2.016220012980417,173.44313806651985
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52400000000017,5.996100000000007,12.47,0.0,2.0,8.0,3.0,28.0,0.2307692307692307,3.0,119.58200000000006,2.0,-8.49,1.0,1.0,3.0,1.9959473772927907,168.6489043143239
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,563.6470000000003,4.747600000000002,144.6,4.0,6.0,13.0,3.0,41.0,0.28125,3.0,156.6731999999998,9.0,,,1.0,3.0,3.830768928643971e-07,239.50588946314804
CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,341.8350000000001,3.7393000000000014,68.12,1.0,5.0,6.0,2.0,23.0,0.6470588235294118,0.0,89.59980000000004,6.0,,,0.0,0.0,2.0894937581385116,141.52293001022164
CC/C(C)=C/CC/C(C)=C/C#N,163.26399999999998,3.592780000000002,23.79,0.0,1.0,4.0,0.0,12.0,0.5454545454545454,0.0,52.65200000000004,1.0,-3.5896411422,,,0.0,3.716287221385498,75.40204578889583
CC/C(C)=C/CCC(C)=O,140.22599999999997,2.711900000000001,17.07,0.0,1.0,4.0,0.0,10.0,0.6666666666666666,0.0,43.96300000000002,1.0,-2.1925860364,,,0.0,3.4278042616712594,63.13070701086192
CC/C(C)=N/O,87.12199999999999,1.2465,32.59,1.0,2.0,1.0,0.0,6.0,0.75,0.0,25.18649999999999,2.0,0.0599,,,0.0,3.2188150560434132,37.477672108553485
CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,301.4630000000001,3.962600000000004,64.77,0.0,6.0,9.0,0.0,20.0,0.7692307692307693,0.0,85.07300000000005,7.0,-0.4792340167,,0.0,0.0,4.919056398986903,122.75824787722564
CC/C(CC(C)CC)=N\O,143.23000000000002,2.6628000000000007,32.59,1.0,2.0,4.0,0.0,10.0,0.875,0.0,43.58450000000001,2.0,-2.1307281267,,,0.0,3.6374206121501516,62.93744056613991
CC/C(N=O)=C(/CC)NO,144.17399999999998,1.7632,61.69,2.0,4.0,4.0,0.0,10.0,0.6666666666666666,0.0,38.3252,4.0,-2.5525,,,0.0,4.346018801671423,59.86722498714084
CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,453.5020000000002,0.3526000000000009,177.94,4.0,9.0,7.0,3.0,30.0,0.3529411764705882,1.0,110.01430000000002,13.0,,0.0,,0.0,1.7717531184827244,178.67619025606055
CC/C=C(\C)C(O)CCCCC,170.29599999999996,3.283900000000002,20.23,1.0,1.0,6.0,0.0,12.0,0.8181818181818182,0.0,54.19680000000004,1.0,-3.4318638977,,,0.0,3.561023722135319,76.49330289180739
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,224.26,1.1050999999999995,75.27000000000001,2.0,3.0,3.0,1.0,16.0,0.5454545454545454,0.0,58.45340000000003,5.0,-2.31,1.0,,0.0,3.2037805931017176,94.27752865342954
CC/C=C(\C)C=O,98.14499999999998,1.5416,17.07,0.0,1.0,2.0,0.0,7.0,0.5,0.0,30.111999999999988,1.0,-1.0573697281,,,0.0,3.490361883601098,44.035880667672096
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,1452.4049999999995,29.98030000000008,131.50000000000003,0.0,10.0,72.0,0.0,103.0,0.8172043010752689,0.0,448.01200000000256,10.0,-7.800359899299999,,,0.0,-3.8869918088874966e-07,640.574968621082
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,306.49,6.139000000000007,26.3,0.0,2.0,14.0,0.0,22.0,0.65,0.0,95.89700000000006,2.0,,,1.0,0.0,3.266316512027962,136.87940943436303
CC/C=C/CCCCCCC,154.29699999999997,4.313100000000004,0.0,0.0,0.0,7.0,0.0,11.0,0.8181818181818182,0.0,52.80700000000004,0.0,-5.1883574821,,,0.0,2.8452531812362962,71.69906913961137
CC/C=C/CCCCCCCCCCCCCCOCC,296.539,7.060400000000008,9.23,0.0,1.0,17.0,0.0,21.0,0.9,0.0,95.94500000000008,1.0,-4.7999839607,,,0.0,2.9460212803969728,134.09709339868778
CC/C=C/CCCCCCCCCCOC(C)=O,254.414,5.026600000000005,26.3,0.0,2.0,12.0,0.0,18.0,0.8125,0.0,77.61700000000006,2.0,,,0.0,0.0,2.9854025042449823,112.7988470411451
CC/C=C/CCO,100.161,1.335,20.23,1.0,1.0,3.0,0.0,7.0,0.6666666666666666,0.0,31.133799999999983,1.0,,,0.0,0.0,2.7771492902446893,44.66859231982434
CC/C=C/CCOC(=O)OC,158.197,2.1257,35.53,0.0,3.0,4.0,0.0,11.0,0.625,0.0,42.405000000000015,3.0,-3.0698306477,,,0.0,3.1387848595791468,66.99285535547907
CC/C=C/CCOC(=O)c1ccccc1O,220.26800000000003,2.9053000000000018,46.53,1.0,3.0,5.0,1.0,16.0,0.3076923076923077,1.0,62.43730000000004,3.0,-4.6439814041,,,1.0,2.4144167341440093,95.36569596983564
CC/C=C1/OC(=O)c2ccccc21,174.19899999999998,2.6079000000000008,26.3,0.0,2.0,1.0,2.0,13.0,0.1818181818181818,1.0,50.12550000000002,2.0,,,0.0,1.0,2.5333433252670416,76.83574683531717
CC/C=C\C#N,81.11800000000001,1.47618,23.79,0.0,1.0,1.0,0.0,6.0,0.4,0.0,25.04399999999999,1.0,-0.8598992117,,0.0,0.0,3.0160614900204052,37.90199613470044
CC/C=C\C(=O)O,100.117,1.0372,37.3,1.0,1.0,2.0,0.0,7.0,0.4,0.0,27.06679999999999,2.0,-0.2019,,,0.0,3.2641672832723474,42.4651723054715
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,278.4359999999999,5.660500000000005,37.3,1.0,1.0,13.0,0.0,20.0,0.6111111111111112,0.0,86.89980000000006,2.0,,,1.0,0.0,3.2329128954416952,123.83021372825894
CC/C=C\CC/C=C/C(OCC)OCC,212.333,3.688100000000003,18.46,0.0,2.0,9.0,0.0,15.0,0.6923076923076923,0.0,64.84500000000006,2.0,,,1.0,0.0,3.636292123663398,93.96644079523408
CC/C=C\CC/C=C/CO,140.226,2.2813000000000003,20.23,1.0,1.0,5.0,0.0,10.0,0.5555555555555556,0.0,44.89080000000002,1.0,,,0.0,0.0,3.0401700687052773,63.073815630829905
CC/C=C\CC1=C(C)CCC1=O,164.248,3.022100000000002,17.07,0.0,1.0,3.0,1.0,12.0,0.5454545454545454,0.0,50.98900000000003,1.0,-2.0452383746,,0.0,0.0,2.5542137470748076,74.16515705394167
CC/C=C\CCCCCCCCCCOC(C)=O,254.414,5.026600000000005,26.3,0.0,2.0,12.0,0.0,18.0,0.8125,0.0,77.61700000000006,2.0,,,0.0,0.0,2.9854025042449823,112.7988470411451
CC/C=C\CCCCCO,142.24200000000002,2.5053000000000005,20.23,1.0,1.0,6.0,0.0,10.0,0.7777777777777778,0.0,44.984800000000014,1.0,,,0.0,0.0,2.8313245841475583,63.763418663014164
CC/C=C\CCCCO,128.215,2.1152,20.23,1.0,1.0,5.0,0.0,9.0,0.75,0.0,40.3678,1.0,,,0.0,0.0,2.8164790976838736,57.39847654861755
